date,institution_id,meal,actual_count,day_of_week,month,week_of_year,day_of_year,quarter,is_weekend,is_monday,is_friday,is_holiday,is_exam_period,is_semester_break,is_waterlogging,is_normal_day,temperature_c,humidity_pct,heat_index,is_rainy,high_humidity,extreme_heat,weather_discount,is_monsoon,is_winter,is_pre_monsoon,is_post_monsoon,heaviness_num,base_demand_score,consecutive_weeks,sentiment_decay,meal_num,menu_item_encoded,heavy_x_humidity,is_university,capacity,kai_value,kai_computed,academic_stress_factor,weather_discount,lag_7_count,lag_14_count,lag_30_count,rolling_7d_mean,rolling_14d_mean,rolling_30d_mean,rolling_7d_std,wow_change,prev_day_waste_bucket,prev_day_waste_kg,total_wasted_kg,total_cost_inr
01-04-2024,UNIV_001,dinner,400,0,4,14,92,2,0,1,0,0,0,0,0,1,31,61.4,36.09,1,0,0,1,0,0,1,0,2,0.88,0,1,2,6,0,1,600,1,1,1,1,128,380,220,262.5714286,292,294.1333333,67.32225274,-252,1,21.7,169.93,83250.51
02-04-2024,UNIV_001,dinner,386,1,4,14,93,2,0,0,0,0,0,0,0,1,38.6,69,50.18,0,0,1,1,0,0,1,0,2,0.88,1,1,2,6,0,1,600,1,1,1,1,332,357,215,301.4285714,293.4285714,300.1333333,53.8543008,-25,1,15.4,148.84,77376.11
03-04-2024,UNIV_001,dinner,343,2,4,14,94,2,0,0,0,0,0,0,0,1,35,62.3,42.63,0,0,1,1,0,0,1,0,1,0.82,0,1,2,10,0,1,600,1,1,1,1,293,354,304,309.1428571,295.5,305.8333333,62.18635588,-61,2,26.3,145.27,80625.14
04-04-2024,UNIV_001,dinner,356,3,4,14,95,2,0,0,0,0,0,0,0,1,37.2,79.1,49.78,0,0,1,1,0,0,1,0,2,0.88,0,1,2,6,0,1,600,1,1,1,1,307,405,292,316.2857143,294.7142857,307.1333333,62.89068369,-98,2,30.7,153.29,85849.61
05-04-2024,UNIV_001,dinner,350,4,4,14,96,2,0,0,1,0,0,0,0,1,41,68,54.36,0,0,1,1,0,0,1,0,2,0.87,0,1,2,18,0,1,600,1,1,1,1,289,308,354,323.2857143,291.2142857,309.2666667,64.39387726,-19,1,15.8,157.68,85217.13
06-04-2024,UNIV_001,dinner,207,5,4,14,97,2,1,0,0,0,0,0,0,1,34.5,52.8,40.11,0,0,1,1,0,0,1,0,1,0.82,0,1,2,10,0,1,600,1,1,1,1,247,206,353,332,294.2142857,309.1333333,63.09516622,41,1,12.1,96.98,49600.79
07-04-2024,UNIV_001,dinner,213,6,4,14,98,2,1,0,0,0,0,0,0,1,41.6,63.1,54.34,1,0,1,1,0,0,1,0,1,0.82,1,1,2,10,0,1,600,1,1,1,1,242,240,349,326.2857143,294.2857143,304.2666667,73.09517605,2,1,19.1,115.12,57701.44
08-04-2024,UNIV_001,dinner,348,0,4,15,99,2,0,1,0,0,0,0,0,1,32.9,39.1,35.38,0,0,0,1,0,0,1,0,1,0.8,0,1,2,19,0,1,600,1,1,1,1,400,128,239,322.1428571,292.3571429,299.7333333,79.23262916,272,2,38.1,146.36,80124.19
09-04-2024,UNIV_001,dinner,385,1,4,15,100,2,0,0,0,0,0,0,0,1,32.1,49,35.83,0,0,0,1,0,0,1,0,2,0.87,0,1,2,18,0,1,600,1,1,1,1,386,332,220,314.7142857,308.0714286,303.3666667,72.90110718,54,2,45,177.46,83746.36
10-04-2024,UNIV_001,dinner,344,2,4,15,101,2,0,0,0,0,0,0,0,1,36.4,61.5,44.7,0,0,1,1,0,0,1,0,1,0.8,0,1,2,19,0,1,600,1,1,1,1,343,293,321,314.5714286,311.8571429,308.8666667,72.73893305,50,2,41.8,149.41,75755.52
11-04-2024,UNIV_001,dinner,339,3,4,15,102,2,0,0,0,0,0,0,0,1,43,65.5,57.66,0,0,1,1,0,0,1,0,1,0.85,0,1,2,2,0,1,600,1,1,1,1,356,307,373,314.7142857,315.5,309.6333333,72.80502337,49,0,7,156.21,82151.44
12-04-2024,UNIV_001,dinner,325,4,4,15,103,2,0,0,1,0,0,0,0,1,37.4,57.1,45.47,1,0,1,1,0,0,1,0,1,0.8,0,1,2,19,0,1,600,1,1,1,1,350,289,387,312.2857143,317.7857143,308.5,71.46960726,61,2,29.1,176.73,81200.37
13-04-2024,UNIV_001,dinner,188,5,4,15,104,2,1,0,0,0,0,0,0,1,36.2,63.4,44.73,0,0,1,1,0,0,1,0,0,0.72,0,1,2,4,0,1,600,1,1,1,1,207,247,337,308.7142857,320.3571429,306.4333333,69.87778447,-40,2,49.3,106.38,50484.44
14-04-2024,UNIV_001,dinner,91,6,4,15,105,2,1,0,0,1,0,0,0,0,38,65.9,48.38,0,0,1,1,0,0,1,0,1,0.79,0,1,2,11,0,1,600,0.4,0.4,0.4,1,213,242,320,306,316.1428571,301.4666667,74.6904724,-29,2,59.9,38.52,21259.26
15-04-2024,UNIV_001,dinner,326,0,4,16,106,2,0,1,0,0,0,0,0,1,42.3,60.1,54.87,0,0,1,1,0,0,1,0,1,0.85,0,1,2,2,0,1,600,1,1,1,1,348,400,218,288.5714286,305.3571429,293.8333333,107.1772008,-52,1,12.8,153.9,78023.97
16-04-2024,UNIV_001,dinner,344,1,4,16,107,2,0,0,0,0,0,0,0,1,37.8,63.8,47.53,0,0,1,1,0,0,1,0,1,0.79,0,1,2,11,0,1,600,1,1,1,1,385,386,234,285.4285714,300.0714286,297.4333333,105.4527653,-1,0,5.8,160.24,77502.73
17-04-2024,UNIV_001,dinner,138,2,4,16,108,2,0,0,0,1,0,0,0,0,36.6,61.1,45.01,0,0,1,1,0,0,1,0,1,0.82,0,1,2,10,0,1,600,0.4,0.4,0.4,1,344,343,380,279.5714286,297.0714286,301.1,99.99809522,1,0,4.6,71.52,33872.15
18-04-2024,UNIV_001,dinner,376,3,4,16,109,2,0,0,0,0,0,0,0,1,38.5,60.3,48.12,1,0,1,1,0,0,1,0,2,0.87,0,1,2,18,0,1,600,1,1,1,1,339,356,357,250.1428571,282.4285714,293.0333333,107.8786797,-17,0,7.5,181.64,93858.62
19-04-2024,UNIV_001,dinner,401,4,4,16,110,2,0,0,1,0,0,0,0,1,40.4,72.6,54.36,0,0,1,1,0,0,1,0,1,0.82,0,1,2,10,0,1,600,1,1,1,1,325,350,354,255.4285714,283.8571429,293.6666667,113.707017,-25,1,23.1,171.29,88449.3
20-04-2024,UNIV_001,dinner,211,5,4,16,111,2,1,0,0,0,0,0,0,1,37.9,71.5,49.42,0,0,1,1,0,0,1,0,1,0.8,0,1,2,19,0,1,600,1,1,1,1,188,207,405,266.2857143,287.5,295.2333333,124.5668686,-19,0,5.1,98.31,50261.91
21-04-2024,UNIV_001,dinner,218,6,4,16,112,2,1,0,0,0,0,0,0,1,33.9,69.4,41.96,0,0,1,1,0,0,1,0,1,0.85,0,1,2,2,0,1,600,1,1,1,1,91,213,308,269.5714286,287.7857143,288.7666667,122.4429896,-122,1,23.4,96.27,48624.21
22-04-2024,UNIV_001,dinner,212,0,4,17,113,2,0,1,0,0,1,0,0,0,36.4,64.8,45.3,0,0,1,1,0,0,1,0,1,0.79,0,1,2,11,0,1,600,0.72,0.72,0.72,1,326,348,206,287.7142857,288.1428571,285.7666667,98.67575569,-22,2,47.7,111.94,55671.4
23-04-2024,UNIV_001,dinner,305,1,4,17,114,2,0,0,0,0,1,0,0,0,39.5,59.6,49.6,0,0,1,1,0,0,1,0,2,0.88,0,1,2,6,0,1,600,0.72,0.72,0.72,1,344,385,240,271.4285714,278.4285714,285.9666667,100.6907098,-41,2,51.2,111.73,57031.4
24-04-2024,UNIV_001,dinner,269,2,4,17,115,2,0,0,0,0,1,0,0,0,39.3,63.3,50.12,0,0,1,1,0,0,1,0,2,0.87,0,1,2,18,0,1,600,0.72,0.72,0.72,1,138,344,128,265.8571429,272.7142857,288.1333333,97.01791685,-206,1,13.9,105.02,54316.14
25-04-2024,UNIV_001,dinner,230,3,4,17,116,2,0,0,0,0,1,0,0,0,36.8,61.7,45.41,0,0,1,1,0,0,1,0,1,0.82,0,1,2,10,0,1,600,0.72,0.72,0.72,1,376,339,332,284.5714286,267.3571429,292.8333333,79.25245978,37,2,32.7,108.9,56245.29
26-04-2024,UNIV_001,dinner,242,4,4,17,117,2,0,0,1,0,1,0,0,0,36.1,75.4,46.9,0,0,1,1,0,0,1,0,1,0.8,0,1,2,19,0,1,600,0.72,0.72,0.72,1,401,325,293,263.7142857,259.5714286,289.4333333,69.83245255,76,2,51.4,111.62,56250.71
27-04-2024,UNIV_001,dinner,180,5,4,17,118,2,1,0,0,0,1,0,0,0,38.6,63.1,48.77,1,0,1,1,0,0,1,0,1,0.82,0,1,2,10,0,1,600,0.72,0.72,0.72,1,211,188,307,241,253.6428571,287.7333333,34.81379037,23,1,11.9,82.51,37641.6
28-04-2024,UNIV_001,dinner,172,6,4,17,119,2,1,0,0,0,1,0,0,0,35.6,67.6,44.57,0,0,1,1,0,0,1,0,2,0.88,0,1,2,6,0,1,600,0.72,0.72,0.72,1,218,91,289,236.5714286,253.0714286,283.5,40.73433091,127,2,25,84.56,39283.7
29-04-2024,UNIV_001,dinner,223,0,4,18,120,2,0,1,0,0,1,0,0,0,39.2,80.3,53.91,0,0,1,1,0,0,1,0,1,0.79,0,1,2,11,0,1,600,0.72,0.72,0.72,1,212,326,247,230,258.8571429,279.6,47.39549908,-114,2,29.7,115.82,56563.77
30-04-2024,UNIV_001,dinner,274,1,4,18,121,2,0,0,0,0,1,0,0,0,32.4,57,37.47,0,0,0,1,0,0,1,0,1,0.85,0,1,2,2,0,1,600,0.72,0.72,0.72,1,305,344,242,231.5714286,251.5,278.8,46.87876969,-39,1,24.7,115.65,61045.11
01-05-2024,UNIV_001,dinner,223,2,5,18,122,2,0,0,0,0,1,0,0,0,38,71.2,49.55,0,0,1,1,0,0,1,0,2,0.87,0,1,2,18,0,1,600,0.72,0.72,0.72,1,269,138,400,227.1428571,246.5,279.8666667,39.7006657,131,2,56.6,128.22,57544.23
02-05-2024,UNIV_001,dinner,227,3,5,18,123,2,0,0,0,0,1,0,0,0,33.3,64.9,40.26,1,0,1,1,0,0,1,0,1,0.79,0,1,2,11,0,1,600,0.72,0.72,0.72,1,230,376,386,220.5714286,252.5714286,273.9666667,35.16559466,-146,2,33.7,110.11,56587.47
03-05-2024,UNIV_001,dinner,235,4,5,18,124,2,0,0,1,0,1,0,0,0,41.3,48.3,49.9,0,0,1,1,0,0,1,0,1,0.79,1,1,2,11,0,1,600,0.72,0.72,0.72,1,242,401,343,220.1428571,241.9285714,268.6666667,35.04962468,-159,2,32.7,124.93,57213.04
04-05-2024,UNIV_001,dinner,173,5,5,18,125,2,1,0,0,0,1,0,0,0,35,58.4,41.89,1,0,1,1,0,0,1,0,1,0.85,0,1,2,2,0,1,600,0.72,0.72,0.72,1,180,211,356,219.1428571,230.0714286,265.0666667,34.41621987,-31,2,59.4,72.37,36392.44
05-05-2024,UNIV_001,dinner,146,6,5,18,126,2,1,0,0,0,1,0,0,0,40.1,69.9,53.15,1,0,1,1,0,0,1,0,0,0.72,0,1,2,4,0,1,600,0.72,0.72,0.72,1,172,218,350,218.1428571,227.3571429,258.9666667,35.81633041,-46,2,28.6,76.69,37441.01
06-05-2024,UNIV_001,dinner,247,0,5,19,127,2,0,1,0,0,1,0,0,0,34.5,67,42.54,1,0,1,1,0,0,1,0,1,0.8,0,1,2,19,0,1,600,0.72,0.72,0.72,1,223,212,207,214.4285714,222.2142857,252.1666667,42.18158027,11,2,43.9,113.05,56522.18
07-05-2024,UNIV_001,dinner,251,1,5,19,128,2,0,0,0,0,1,0,0,0,38.6,69.5,50.31,1,0,1,1,0,0,1,0,1,0.82,0,1,2,10,0,1,600,0.72,0.72,0.72,1,274,305,213,217.8571429,224.7142857,253.5,43.93339114,-31,1,12.2,146.96,66941.47
08-05-2024,UNIV_001,dinner,231,2,5,19,129,2,0,0,0,0,1,0,0,0,31.8,53.4,36.05,0,0,0,1,0,0,1,0,1,0.82,1,1,2,10,0,1,600,0.72,0.72,0.72,1,223,269,348,214.5714286,220.8571429,254.7666667,39.68986916,-46,1,12.9,107.19,58606.11
09-05-2024,UNIV_001,dinner,218,3,5,19,130,2,0,0,0,0,1,0,0,0,40.1,59.7,50.66,1,0,1,1,0,0,1,0,0,0.72,0,1,2,4,0,1,600,0.72,0.72,0.72,1,227,230,385,215.7142857,218.1428571,250.8666667,40.08621661,-3,2,49.3,93.84,51189.62
10-05-2024,UNIV_001,dinner,234,4,5,19,131,2,0,0,1,0,1,0,0,0,40.4,67.5,53.22,0,0,1,1,0,0,1,0,1,0.82,0,1,2,10,0,1,600,0.72,0.72,0.72,1,235,242,344,214.4285714,217.2857143,245.3,39.8072738,-7,0,5.8,124.55,61878.64
11-05-2024,UNIV_001,dinner,154,5,5,19,132,2,1,0,0,0,1,0,0,0,36,62.6,44.24,0,0,1,1,0,0,1,0,2,0.87,0,1,2,18,0,1,600,0.72,0.72,0.72,1,173,180,339,214.2857143,216.7142857,241.6333333,39.72284937,-7,1,13.4,74.54,38199.93
12-05-2024,UNIV_001,dinner,178,6,5,19,133,2,1,0,0,0,1,0,0,0,33.5,67.6,41.06,0,0,1,1,0,0,1,0,1,0.85,0,1,2,2,0,1,600,0.72,0.72,0.72,1,146,172,325,211.5714286,214.8571429,235.4666667,43.48508228,-26,2,54.7,77.62,39391.58
13-05-2024,UNIV_001,dinner,246,0,5,20,134,2,0,1,0,0,1,0,0,0,36.3,68.9,45.98,0,0,1,1,0,0,1,0,1,0.8,0,1,2,19,0,1,600,0.72,0.72,0.72,1,247,223,188,216.1428571,215.2857143,230.5666667,36.57607857,24,2,45.9,130.39,59351.57
14-05-2024,UNIV_001,dinner,240,1,5,20,135,2,0,0,0,0,1,0,0,0,34.8,70.5,43.73,0,0,1,1,0,0,1,0,1,0.79,0,1,2,11,0,1,600,0.72,0.72,0.72,1,251,274,91,216,216.9285714,232.5,36.43716052,-23,1,22.4,114.35,55827.04
15-05-2024,UNIV_001,dinner,270,2,5,20,136,2,0,0,0,0,1,0,0,0,39,65.6,50.03,0,0,1,1,0,0,1,0,2,0.87,0,1,2,18,0,1,600,0.72,0.72,0.72,1,231,223,326,214.4285714,214.5,237.4666667,34.88006662,8,1,20.5,120.08,62500.97
16-05-2024,UNIV_001,dinner,227,3,5,20,137,2,0,0,0,0,1,0,0,0,33.7,65.8,41.02,0,0,1,1,0,0,1,0,1,0.82,0,1,2,10,0,1,600,0.72,0.72,0.72,1,218,227,344,220,217.8571429,235.6,40.61198509,-9,1,17.2,120.15,60778.57
17-05-2024,UNIV_001,dinner,374,4,5,20,138,2,0,0,1,0,0,0,0,1,37.2,83.2,50.65,0,0,1,1,0,0,1,0,1,0.82,1,1,2,10,0,1,600,1,1,1,1,234,235,138,221.2857143,217.8571429,231.7,40.68052067,-1,2,30,185.09,87251.93
18-05-2024,UNIV_001,dinner,228,5,5,20,139,2,1,0,0,0,0,0,0,1,33.7,82.2,43.88,0,0,1,1,0,0,1,0,0,0.72,0,1,2,4,0,1,600,1,1,1,1,154,173,376,241.2857143,227.7857143,239.5666667,71.05095422,-19,1,15.9,104.72,55028.66
19-05-2024,UNIV_001,dinner,209,6,5,20,140,2,1,0,0,0,0,0,0,1,38.9,64.1,49.66,0,0,1,1,0,0,1,0,1,0.79,0,1,2,11,0,1,600,1,1,1,1,178,146,401,251.8571429,231.7142857,234.6333333,60.6421981,32,2,47.7,101.93,52468.98
20-05-2024,UNIV_001,dinner,136,0,5,21,141,2,0,1,0,0,0,1,0,0,34.2,58.3,40.54,0,0,1,1,0,0,1,0,1,0.79,1,1,2,11,0,1,600,0.4,0.4,0.4,1,246,247,211,256.2857143,236.2142857,228.2333333,55.2410303,-1,2,38.8,69.69,31773.3
21-05-2024,UNIV_001,dinner,155,1,5,21,142,2,0,0,0,0,0,1,0,0,30.6,73.3,37.16,1,0,0,1,0,0,1,0,1,0.8,0,1,2,19,0,1,600,0.4,0.4,0.4,1,240,251,218,240.5714286,228.2857143,225.7333333,71.81424451,-11,2,57.8,73.2,33922.34
22-05-2024,UNIV_001,dinner,148,2,5,21,143,2,0,0,0,0,0,1,0,0,41.6,67.7,55.59,0,0,1,1,0,0,1,0,1,0.82,0,1,2,10,0,1,600,0.4,0.4,0.4,1,270,231,212,228.4285714,221.4285714,223.6333333,78.77575165,39,2,41,66.89,35666.98
23-05-2024,UNIV_001,dinner,138,3,5,21,144,2,0,0,0,0,0,1,0,0,38.9,69.6,50.88,0,0,1,1,0,0,1,0,1,0.79,0,1,2,11,0,1,600,0.4,0.4,0.4,1,227,218,305,211,215.5,221.5,81.49437608,9,1,18,75.21,36208.36
24-05-2024,UNIV_001,dinner,160,4,5,21,145,2,0,0,1,0,0,1,0,0,41.5,54.4,51.83,0,0,1,1,0,0,1,0,1,0.85,0,1,2,2,0,1,600,0.4,0.4,0.4,1,374,234,269,198.2857143,209.7857143,215.9333333,85.42972606,140,2,50.2,63.03,33039.92
25-05-2024,UNIV_001,dinner,74,5,5,21,146,2,1,0,0,0,0,1,0,0,35.2,64.4,43.2,0,0,1,1,0,0,1,0,1,0.85,1,1,2,2,0,1,600,0.4,0.4,0.4,1,228,154,230,167.7142857,204.5,212.3,36.14191604,74,1,24.6,44.06,20983.66
26-05-2024,UNIV_001,dinner,108,6,5,21,147,2,1,0,0,0,0,1,0,0,40.1,51.3,48.58,0,0,1,1,0,0,1,0,2,0.87,0,1,2,18,0,1,600,0.4,0.4,0.4,1,209,178,242,145.7142857,198.7857143,207.1,39.9946425,31,2,45.3,45.94,22191.98
27-05-2024,UNIV_001,dinner,145,0,5,22,148,2,0,1,0,0,0,1,0,0,36.8,67.2,46.62,0,0,1,1,0,0,1,0,1,0.85,0,1,2,2,0,1,600,0.4,0.4,0.4,1,136,246,180,131.2857143,193.7857143,202.6333333,30.43416001,-110,2,47.6,66.68,32539.32
28-05-2024,UNIV_001,dinner,129,1,5,22,149,2,0,0,0,0,0,1,0,0,34.2,52.2,39.47,1,0,0,1,0,0,1,0,0,0.72,0,1,2,4,0,1,600,0.4,0.4,0.4,1,155,240,172,132.5714286,186.5714286,201.4666667,30.85372556,-85,2,42.9,61.12,30283.26
29-05-2024,UNIV_001,dinner,140,2,5,22,150,2,0,0,0,0,0,1,0,0,36.9,67.1,46.72,0,0,1,1,0,0,1,0,2,0.87,0,1,2,18,0,1,600,0.4,0.4,0.4,1,148,270,223,128.8571429,178.6428571,200.0333333,29.22572253,-122,1,8.2,59.16,33370.85
30-05-2024,UNIV_001,dinner,116,3,5,22,151,2,0,0,0,0,0,1,0,0,36.1,65,44.99,0,0,1,1,0,0,1,0,0,0.72,0,1,2,4,0,1,600,0.4,0.4,0.4,1,138,227,274,127.7142857,169.3571429,197.2666667,28.49979114,-89,2,44.1,57.54,30329.46
31-05-2024,UNIV_001,dinner,158,4,5,22,152,2,0,0,1,0,0,1,0,0,31.2,62.5,36.57,1,0,0,1,0,0,1,0,2,0.88,0,1,2,6,0,1,600,0.4,0.4,0.4,1,160,374,223,124.5714286,161.4285714,192,28.38930047,-214,2,33.1,66.5,34206.13
01-06-2024,UNIV_001,dinner,68,5,6,22,153,2,1,0,0,0,0,1,0,0,33,88.6,43.75,1,1,1,0.85,1,0,0,0,1,0.79,0,1,2,11,1,1,600,0.34,0.34,0.4,0.85,74,228,227,124.2857143,146,189.8333333,27.98043534,-154,1,9.8,33.11,16599.08
02-06-2024,UNIV_001,dinner,78,6,6,22,154,2,1,0,0,0,0,1,0,0,35.1,93.3,48.47,1,1,1,0.85,1,0,0,0,2,0.87,0,1,2,18,2,1,600,0.34,0.34,0.4,0.85,108,209,235,123.4285714,134.5714286,184.5333333,29.80971398,-101,1,8.1,36.81,16787.99
03-06-2024,UNIV_001,dinner,120,0,6,23,155,2,0,1,0,0,0,1,0,0,30.5,89.7,39.42,1,1,0,0.85,1,0,0,0,2,0.87,1,1,2,18,2,1,600,0.34,0.34,0.4,0.85,145,136,173,119.1428571,125.2142857,179.3,34.22683436,9,2,27.8,49.11,26788.96
04-06-2024,UNIV_001,dinner,110,1,6,23,156,2,0,0,0,0,0,1,0,0,35.1,88.6,47.62,0,1,1,0.85,1,0,0,0,2,0.87,2,0.9,2,18,2,1,600,0.306,0.306,0.4,0.85,129,155,146,115.5714286,124.0714286,177.5333333,32.33087865,-26,2,57.6,51.32,25882.61
05-06-2024,UNIV_001,dinner,101,2,6,23,157,2,0,0,0,0,0,1,0,0,35.5,98.3,50.26,0,1,1,0.85,1,0,0,0,0,0.72,0,1,2,4,0,1,600,0.34,0.34,0.4,0.85,140,148,247,112.8571429,120.8571429,176.3333333,31.80895352,-8,2,41.7,56.77,26524.34
06-06-2024,UNIV_001,dinner,148,3,6,23,158,2,0,0,0,0,0,1,0,0,31.5,82.9,40.07,1,0,1,1,1,0,0,0,1,0.85,0,1,2,2,0,1,600,0.4,0.4,0.4,1,116,138,251,107.2857143,117.5,171.4666667,29.60131915,-22,2,40.7,78.5,35882.29
07-06-2024,UNIV_001,dinner,280,4,6,23,159,2,0,0,1,0,0,0,0,1,34.7,91.2,47.41,0,1,1,0.85,1,0,0,0,1,0.79,0,1,2,11,1,1,600,0.85,0.85,1,0.85,158,160,231,111.8571429,118.2142857,168.0333333,33.39874534,-2,1,24.6,124.34,66444.12
08-06-2024,UNIV_001,dinner,212,5,6,23,160,2,1,0,0,0,0,0,0,1,31.3,85.8,40.26,1,1,1,0.85,1,0,0,0,1,0.85,0,1,2,2,1,1,600,0.85,0.85,1,0.85,68,74,218,129.2857143,126.7857143,169.6666667,71.54186254,-6,1,8.1,91.74,45738.38
09-06-2024,UNIV_001,dinner,200,6,6,23,161,2,1,0,0,0,0,0,0,1,28.5,93.3,36.44,1,1,0,0.85,1,0,0,0,2,0.88,0,1,2,6,2,1,600,0.85,0.85,1,0.85,78,108,234,149.8571429,136.6428571,169.4666667,71.68549033,-30,2,51.6,95.08,46576.05
10-06-2024,UNIV_001,dinner,288,0,6,24,162,2,0,1,0,0,0,0,0,1,31.7,92.4,42,1,1,1,0.85,1,0,0,0,1,0.79,0,1,2,11,1,1,600,0.85,0.85,1,0.85,120,145,154,167.2857143,143.2142857,168.3333333,65.90071898,-25,0,4.7,141.1,69627.78
11-06-2024,UNIV_001,dinner,278,1,6,24,163,2,0,0,0,0,0,0,0,1,32.1,95.5,43.25,1,1,1,0.85,1,0,0,0,1,0.82,0,1,2,10,1,1,600,0.85,0.85,1,0.85,110,129,178,191.2857143,153.4285714,172.8,75.67631573,-19,1,8.2,137.62,67434.14
12-06-2024,UNIV_001,dinner,266,2,6,24,164,2,0,0,0,0,0,0,0,1,32.7,92.9,43.79,0,1,1,0.85,1,0,0,0,1,0.82,1,1,2,10,1,1,600,0.85,0.85,1,0.85,101,140,246,215.2857143,164.0714286,176.1333333,72.15888554,-39,1,17.3,123.12,66590.33
13-06-2024,UNIV_001,dinner,404,3,6,24,165,2,0,0,0,0,0,0,0,1,31.9,79.5,40.28,1,0,1,1,1,0,0,0,2,0.88,0,1,2,6,0,1,600,1,1,1,1,148,116,240,238.8571429,173.0714286,176.8,53.0139245,32,1,21.3,170.88,84797.61
14-06-2024,UNIV_001,dinner,302,4,6,24,166,2,0,0,1,0,0,0,0,1,32.8,88,43.24,1,1,1,0.85,1,0,0,0,1,0.82,0,1,2,10,1,1,600,0.85,0.85,1,0.85,280,158,270,275.4285714,193.6428571,182.2666667,66.48021546,122,0,6.9,137.6,70029.31
15-06-2024,UNIV_001,dinner,212,5,6,24,167,2,1,0,0,0,0,0,0,1,33.3,81.5,43.12,1,0,1,1,1,0,0,0,1,0.82,1,1,2,10,0,1,600,1,1,1,1,212,68,227,278.5714286,203.9285714,183.3333333,67.24794208,144,2,49,114.92,56436.81
16-06-2024,UNIV_001,dinner,202,6,6,24,168,2,1,0,0,0,0,0,0,1,33,82.5,42.64,1,0,1,1,1,0,0,0,1,0.8,0,1,2,19,0,1,600,1,1,1,1,200,78,374,278.5714286,214.2142857,182.8333333,67.24794208,122,2,43.7,113.7,51488.72
17-06-2024,UNIV_001,dinner,115,0,6,25,169,2,0,1,0,1,0,0,0,0,33.9,87.7,45.22,1,1,1,0.85,1,0,0,0,1,0.85,0,1,2,2,1,1,600,0.34,0.34,0.4,0.85,288,120,228,278.8571429,223.0714286,177.1,66.86161971,168,2,51.4,45.57,23846.94
18-06-2024,UNIV_001,dinner,249,1,6,25,170,2,0,0,0,0,0,0,0,1,31,85.8,39.79,1,1,0,0.85,1,0,0,0,0,0.72,0,1,2,4,0,1,600,0.85,0.85,1,0.85,278,110,209,254.1428571,222.7142857,173.3333333,90.65765011,168,1,13.3,134.96,68834.35
19-06-2024,UNIV_001,dinner,326,2,6,25,171,2,0,0,0,0,0,0,0,1,30.4,85.3,38.65,1,1,0,0.85,1,0,0,0,2,0.88,0,1,2,6,2,1,600,0.85,0.85,1,0.85,266,101,136,250,232.6428571,174.6666667,90.04628439,165,0,3.3,143.9,73818.27
20-06-2024,UNIV_001,dinner,301,3,6,25,172,2,0,0,0,0,0,0,0,1,31.6,80.8,40.02,1,0,1,1,1,0,0,0,0,0.72,0,1,2,4,0,1,600,1,1,1,1,404,148,155,258.5714286,248.7142857,181,94.56542205,256,1,10.8,151.64,78480.5
21-06-2024,UNIV_001,dinner,276,4,6,25,173,2,0,0,1,0,0,0,0,1,32.1,97.8,43.47,1,1,1,0.85,1,0,0,0,1,0.8,0,1,2,19,1,1,600,0.85,0.85,1,0.85,302,280,148,243.8571429,259.6428571,185.8666667,73.92660453,22,1,17.8,143.33,69171.21
22-06-2024,UNIV_001,dinner,157,5,6,25,174,2,1,0,0,0,0,0,0,1,34.4,90.6,46.67,1,1,1,0.85,1,0,0,0,0,0.72,0,1,2,4,0,1,600,0.85,0.85,1,0.85,212,212,138,240.1428571,259.3571429,190.1333333,71.11827841,0,0,3.8,85.87,44036.32
23-06-2024,UNIV_001,dinner,205,6,6,25,175,2,1,0,0,0,0,0,0,1,31.6,87.4,40.93,0,1,1,0.85,1,0,0,0,2,0.88,0,1,2,6,2,1,600,0.85,0.85,1,0.85,202,200,160,232.2857143,255.4285714,190.7666667,77.49777263,2,2,31.5,88.54,46762.2
24-06-2024,UNIV_001,dinner,304,0,6,26,176,2,0,1,0,0,0,0,0,1,33.2,84.3,43.27,1,0,1,1,1,0,0,0,0,0.72,0,1,2,4,0,1,600,1,1,1,1,115,288,74,232.7142857,255.7857143,192.2666667,77.31044407,-173,2,37.2,140.37,77158.71
25-06-2024,UNIV_001,dinner,305,1,6,26,177,2,0,0,0,0,0,0,0,1,27.4,86.6,33.82,1,1,0,0.85,1,0,0,0,1,0.8,0,1,2,19,1,1,600,0.85,0.85,1,0.85,249,278,108,259.7142857,256.9285714,199.9333333,60.53019711,-29,0,7.5,152.66,74131.01
26-06-2024,UNIV_001,dinner,351,2,6,26,178,2,0,0,0,0,0,0,0,1,27.6,84.9,33.96,0,0,0,1,1,0,0,0,2,0.88,0,1,2,6,0,1,600,1,1,1,1,326,266,145,267.7142857,258.8571429,206.5,62.54522174,60,2,58.7,183.42,84109.23
27-06-2024,UNIV_001,dinner,326,3,6,26,179,2,0,0,0,0,0,0,0,1,32.6,90.9,43.38,1,1,1,0.85,1,0,0,0,2,0.87,0,1,2,18,2,1,600,0.85,0.85,1,0.85,301,404,129,271.2857143,264.9285714,213.3666667,66.98436207,-103,0,3.9,138.47,71813.49
28-06-2024,UNIV_001,dinner,339,4,6,26,180,2,0,0,1,0,0,0,0,1,32.2,83.1,41.32,1,0,1,1,1,0,0,0,1,0.82,0,1,2,10,0,1,600,1,1,1,1,276,302,140,274.8571429,259.3571429,219.9333333,69.45365018,-26,1,11,129.52,66889.35
